ball,score,commentary,second_commentary
16.4,1w,"Alzarri Joseph to Dube, 1 wide 1 wide Banged in short and again that is quite short outside. A wide is a result","Alzarri Joseph to Shivam Dube, FOUR, expertly guided! RCB have telegraphed their intentions here, back of a length on off-stump, Shivam Dube hung back and stayed leg-side, let it come to him and just opened the face of the blade to steer it well to the left of third man"
16.4,1w,"Alzarri Joseph to Dube, 1 wide 1 wide Banged in short and again that is quite short outside. A wide is a result","Alzarri Joseph to Shivam Dube, wide, RCB seem to be going a little overboard with the short stuff, Alzarri Joseph bangs it far too short, that was never even going to be close to Dube"
16.3,1,"Alzarri Joseph to Jadeja,  1 run 1 run Back of a length ball outside off, he pulls it to deep midwicket","Alzarri Joseph to Jadeja, 1 run, length delivery outside off, swatted down to long-on"
16.2,2,"Alzarri Joseph to Jadeja,  2 runs 2 runs Banged in short at pace hurrying Jadeja who mistimes his pull towards long on. But because he had completely miscued it, the bowler had to sprint across. They take two.","Alzarri Joseph to Jadeja, 2 runs, excellent running agian, back of a length on middle, rushes Jadeja on the pull and it dribbles towards mid-wicket, Joseph runs to it himself but they're so quick between the wickets to pinch that second"
16.1,2,"Alzarri Joseph to Jadeja,  2 runs 2 runs Back of a length ball outside off, he thrashes it away to deep point. Some confusion and the result is an over-throw. What happened is a throw was fired from the deep who hit direct at the striker's end. Rawat, meanwhile feels there is a chance of a run out at the non-striker's end. He lobs the ball, misses and there is no one backing up","Alzarri Joseph to Jadeja, 2 runs, length delivery just outside off, cut away towards deep point. Oh dear, comedy of errors, the throw that came back in hit the stumps at the keeper's end and the keeper then had a shy at the stumps at the other end while the bowler had turned and was walking back to his mark"
15.6,1,"Green to Jadeja,  1 run 1 run Shimmies down the track and scythes the good length ball to deep cover","Green to Jadeja, 1 run, full and just outside off, carved out towards deep point"
15.5,1,"Green to Dube,  1 run 1 run Back of a length ball on the stumps. He is on the backfoot as he gets a thick inside-edge back onto the pad and close to the stumps. They pinch a single","Green to Shivam Dube, 1 run, good length delivery on off-stump, Shivam Dube hung back looking to tuck it into the leg-side and got a thick inside edge onto the pads, it dribbled just off the surface and they pinch a single"
15.4,1,"Green to Jadeja,  1 run 1 run Shimmies down the track to the back of a length ball outside off and slaps it to deep point","Green to Jadeja, 1 run, length delivery just outside off, Jadeja charges at it and makes some room before slapping it down to sweeper cover"
15.3,3,"Green to Dube,  3 runs 3 runs Nicely done. Banged in short outside off, he stays still and ramps it in the gap to the right of deep point. The fielder gets across and saves a run. Oh, hang on...was Dagar in contact with the ropes there? On first replay , it seemed that way. Wasn't checked though","Green to Shivam Dube, 3 runs, very clever batting, back of a length and outside off, Shivam Dube hung back and just opened the face of the blade to steer it up and over backward point, man running across to his right did really well to stop it with a dive but just pushed it too far back in, they get a third"
15.3,3,"Green to Dube,  3 runs 3 runs Nicely done. Banged in short outside off, he stays still and ramps it in the gap to the right of deep point. The fielder gets across and saves a run. Oh, hang on...was Dagar in contact with the ropes there? On first replay , it seemed that way. Wasn't checked though","Green to Shivam Dube, wide, banged in very short, that sailed over the batter and Shivam Dube is a fairly tall man"
15.3,1w,"Green to Dube, 1 wide 1 wide Another bouncer but this one is too short. Called a wide. One bouncer for the over as well.","Green to Shivam Dube, 3 runs, very clever batting, back of a length and outside off, Shivam Dube hung back and just opened the face of the blade to steer it up and over backward point, man running across to his right did really well to stop it with a dive but just pushed it too far back in, they get a third"
15.3,1w,"Green to Dube, 1 wide 1 wide Another bouncer but this one is too short. Called a wide. One bouncer for the over as well.","Green to Shivam Dube, wide, banged in very short, that sailed over the batter and Shivam Dube is a fairly tall man"
15.2,4,"Green to Dube, FOUR runs FOUR runs Finds the gap. Banged in short on the hips of Dube as he helps it and pierces the gap between deep backward square leg and fine leg.","Green to Shivam Dube, FOUR, right into the gap! Back of a length and on the hips, this didn't rise much, Shivam Dube got inside the line and used the pace to pull it away right into the gap between deep backward square leg and long leg"
15.1,1,"Green to Jadeja,  1 run 1 run Back of a length ball just outside off, he works it with soft hands to wide long-on but only for a run","Green to Jadeja, 1 run, good length delivery on off-stump, tucked down towards mid-on gently, they thought of two but it wasn't on"
14.6,•,"Siraj to Dube, no run no run Slower short ball beats Dube all ends up. Was bowled at 131kph outside off. Dube is early into his pull with the ball going to Rawat on the bounce","Siraj to Shivam Dube, no run, back of a length slower delivery, goes across and Shivam Dube is through his pull too early"
14.5,1,"Siraj to Jadeja,  1 run 1 run Another short ball on Jadeja's hips that he pulls to Maxwell once more. They are doing it well, for now","Siraj to Jadeja, 1 run, back of a length on middle, pulled down to deep square leg"
14.4,1,"Siraj to Dube,  1 run 1 run Another bouncer on middle. Dube controls his pull to the right of deep backward square leg for only a run this time around","Siraj to Shivam Dube, 1 run, back of a length on middle-off, doesn't rise and Shivam Dube crunches the pull towards deep square leg, can't beat Maxwell to his right though"
14.3,1,"Siraj to Jadeja,  1 run 1 run Banged in short just outside off, he pulls it down and in control to deep backward square leg","Siraj to Jadeja, 1 run, back of a length on middle, pulled down to deep square leg"
14.2,2,"Siraj to Jadeja,  2 runs 2 runs Back of a length down leg, he helps it to Green at deep fine leg. A slight misfield and that is enough for Jadeja to steal a second","Siraj to Jadeja, 2 runs, too straight again, Siraj gets away with another, back of a length and just down leg, Jadeja got inside the line and pulled it very fine, long leg got around to cut it off but two more taken"
14.1,2,"Siraj to Jadeja,  2 runs 2 runs On a length on the pads of Jadeja who clips it to the right of deep square leg. The fielder does well to keep them down to two. Maxwell it was, who hared across","Siraj to Jadeja, 2 runs, full and on the pads, lovely looking whip into the leg-side towards deep mid-wicket, was very well timed and Maxwell had to be at the top of his game, stopped it with a slide to his right"
13.6,•,"Maxwell to Dube, no run no run Huge appeal for caught behind but think that went off the pad. Not out says the umpire. Pushed quicker down leg, he looks to work it fine, can't get a bat on it. And the ball flicks his pad through to the keeper.","Maxwell to Shivam Dube, no run, flatter delivery and just pushed down leg, Shivam Dube looked to glance it fine and there was a loud appeal for caught behind, umpire stood unmoved so it might've brushed thigh pad"
13.5,•,"Maxwell to Dube, no run no run Short and wide, he rocks back and hammers the cut but straight to point","Maxwell to Shivam Dube, no run, flatter delivery just outside off, Shivam Dube presses back and cuts, backward point does well to stop it after tumbling to his left"
13.4,•,"Maxwell to Dube, no run no run Flatter on leg stump, he stays back and bunts it back to Maxwell","Maxwell to Shivam Dube, no run, fired in flat on middle, knocked straight back to the bowler"
13.3,1,"Maxwell to Jadeja,  1 run 1 run Slower through the air on middle, he pushes to long-on","Maxwell to Jadeja, 1 run, full on middle, pushed down the ground to long on"
13.2,6,"Maxwell to Jadeja,  SIX runs SIX runs PUMPED!  Tossed up just on the middle. Jadeja jumps down, reaches the pitch of the ball and tonks him over long-on","Maxwell to Jadeja, SIX, in the slot and it goes the distance! Tossed up a little too full on off-stump, a real freebie and Jadeja smoked it over long-on with a clean swing of the blade"
13.1,•,"Maxwell to Jadeja, no run no run Floated on off stump, he looks to drive, gets a thick inside-edge back onto the pad","Maxwell to Jadeja, no run, tossed up full on off-stump, slides on with the arm and catches a thick inside edge onto the pads as Jadeja looks to drive it into the off-side"
12.6,1,"Green to Jadeja,  1 run 1 run Slower back of a length ball outside off. Was bowled at 126kph. Jadeja pulls it down and towards deep midwicket","Green to Jadeja, 1 run, back of a length on off-stump, pulled away towards deep mid-wicket"
12.5,2,"Green to Jadeja,  2 runs 2 runs Goes fuller now well outside off, he leans into the drive to the left of deep cover. They get two.","Green to Jadeja, 2 runs, full outside off, driven out through to deep extra cover, decently timed but not enough to beat the sweeper running to his left"
12.5,2,"Green to Jadeja,  2 runs 2 runs Goes fuller now well outside off, he leans into the drive to the left of deep cover. They get two.","Green to Jadeja, wide, excellent take from Anuj Rawat, very short on middle, sailed over Jadeja's head, Rawat timed his jump to perfection behind the stumps and kept it in"
12.5,1w,"Green to Jadeja, 1 wide 1 wide Another bouncer but this one is way too short. Rawat leaps and saves a few runs","Green to Jadeja, 2 runs, full outside off, driven out through to deep extra cover, decently timed but not enough to beat the sweeper running to his left"
12.5,1w,"Green to Jadeja, 1 wide 1 wide Another bouncer but this one is way too short. Rawat leaps and saves a few runs","Green to Jadeja, wide, excellent take from Anuj Rawat, very short on middle, sailed over Jadeja's head, Rawat timed his jump to perfection behind the stumps and kept it in"
12.4,•,"Green to Jadeja, no run no run Length ball on off, he pushes towards point and was looking for a run. Is sent back.","Green to Jadeja, no run, good length delivery angling into the batter on off-stump, Jadeja has to get on his toes as he drops it into the off-side"
12.3,W,"Green to Mitchell, OUT OUT The short ball does the trick for Green! Banged in short outside off, Mitchell was looking to go over long-on. Does not get any power on the pull and Patidar makes no mistake at long-on. See all photos","Green to Mitchell, out Caught by Rajat Patidar!! The short-ball tactic finally pays off for RCB! Looks like RCB had a plan and they stuck with it. Banged into the deck on off-stump, Mitchell made a bit of room by backing away and looked to flat-bat this over long-on, didn't get nearly enough and it came off the top half. Went straight down Patidar's throat at long-on and another timely wicket for RCB. Mitchell c Rajat Patidar b Green 22(18) [6s-2]"
12.2,1,"Green to Dube,  1 run 1 run Another miscue and the ball falls in no-man's land. Banged in short just above his hip. He mistimes his pull completely but the balls falls around the vacant square leg area","Green to Shivam Dube, 1 run, in the air but safe! Again Green goes back of a length and into the body, cramps him for room as he looks to pull and lobs up, lands safely in the square leg region"
12.1,•,"Green to Dube, no run no run Loud, loud appeal as Dube looks for a pull and gets beaten. But the umpire is unmoved. Faf has asked for a review. Don't think there was any bat there, though. Bouncer just outside off. He eyes the pull, is late again on it. Rawat was absolutely certain there was an edge. But replays confirm there was a gap between bat and ball.","Green to Shivam Dube, no run, nothing on UltraEdge, review lost! Banged into the deck and going across the batter again, was just outside off, rushed him with the pace and cramped him for room as he looked to pull, just about went over the top-edge, was extremely close but nothing on UltraEdge to RCB's plight"
11.6,2,"Alzarri Joseph to Mitchell,  2 runs 2 runs Slower short of a length ball on off stump. Mitchell waits for it and pulls in the gap between midwicket and long-on. They scurry back for two","Alzarri Joseph to Mitchell, 2 runs, pace off this time, back of a length and just outside off, Mitchell sat deep in his crease and waited for it before pulling it away towards deep mid-wicket, no timing again but it was in the gap, they shuffle back for two"
11.5,1,"Alzarri Joseph to Dube,  1 run 1 run Another short ball on off stump. Dube, once more can't get a clean connection. Shanks it to deep square leg.","Alzarri Joseph to Shivam Dube, 1 run, back of a length on middle, mistimed pull goes towards square leg this time"
11.4,1,"Alzarri Joseph to Mitchell,  1 run 1 run Joseph is rushing the batters for sure. Banged in short at 143.9kph. Mitchell is camped on the backfoot looking for the pull. But even then he can only miscue to long on","Alzarri Joseph to Mitchell, 1 run, and again, the zippy pace of Alzarri Joseph rushes the batter, good length just outside off, Mitchell was waiting on the backfoot looking to heave it away again and mistimed it down to long-on"
11.3,1,"Alzarri Joseph to Dube,  1 run 1 run Banged in short around off stump, Dube is late on the pull again and miscues towards deep midwicket","Alzarri Joseph to Shivam Dube, 1 run, back of a length on middle, takes it on with a pull but is clearly rushed again, mistimes it and it goes towards deep mid-wicket"
11.2,1,"Alzarri Joseph to Mitchell,  1 run 1 run Back of a length ball at 142kph on off stump. He goes on the backfoot but ends up bunting it towards long on","Alzarri Joseph to Mitchell, 1 run, good length delivery just outside off, Mitchell was hanging back looking to heave it away, rushed him and went towards mid-on off the splice"
11.1,1,"Alzarri Joseph to Dube,  1 run 1 run Back of a length ball outside off, he cuts it to deep point","Alzarri Joseph to Shivam Dube, 1 run, length delivery outside off, cut away towards deep backward point"
10.6,1,"Green to Dube,  1 run 1 run Flies away to deep third. Was a back of a length ball well outside off. He flashes at it and gets a thick outside edge down to deep third on the bounce.","Green to Shivam Dube, 1 run, good length delivery slanting across outside off, Shivam Dube flashed at it and got a thick outside edge, went down to third man who was placed quite fine"
10.5,•,"Green to Dube, no run no run Another short ball at pace! Banged in short at 133.6kph as Dube looks for a pull and misses. That looked quicker than 133kph to be honest","Green to Shivam Dube, no run, banged in short and at good pace, rushes Shivam Dube as he looks to take it on and beats him, Anuj Rawat fumbles behind the stumps"
10.4,1,"Green to Mitchell,  1 run 1 run Length on the pads of Mitchell who shuffles across and works him to deep backward square leg","Green to Mitchell, 1 run, good length delivery on middle, Mitchell shuffles across and tucks it away towards deep square leg"
10.3,1,"Green to Dube,  1 run 1 run Back of a length ball outside off. He pulls it, not with too much control towards deep midwicket","Green to Shivam Dube, 1 run, back of a length and slanting across just outside off, Shivam Dube shafts the pull towards mid-wicket off the toe end"
10.2,W,"Green to Rahane, OUT OUT Excellent catch by Maxwell at square leg and Rahane's sprightly knock ends. Back of a length ball but the line was crucial here. It was outside off, which meant Rahane had to fetch it and he could not control his pull. Maxwell is a few steps in from the boundary. But he adjusts well, and takes a reverse-cupped catch over his head See all photos","Green to Rahane, out Caught by Maxwell!! Superb catch from Maxwell in the deep! Rahane perishes but he's done his job. Back of a length on middle-leg again, didn't rise as much though and Rahane was hanging back again, he just checked his pull this time and it went off the top half, was still traveling but Maxwell intercepted it on the deep backward square leg ropes. He was a few yards in but did brilliantly to run to his left and jump at the right second to reel it in. Much needed for RCB, just keeps the morale up. Rahane c Maxwell b Green 27(19) [6s-2]"
10.1,6,"Green to Rahane,  SIX runs SIX runs Hooked for a hug six! Back of a length ball on off stump, he gets across and pulls it with disdain over backward square leg's head","Green to Rahane, SIX, into the stands! Just back of a length on middle-leg, poor line again and Rahane seemingly was waiting for the short one, he was sitting back and pulled this away to the deep backward square leg with ease"
10.1,6,"Green to Rahane,  SIX runs SIX runs Hooked for a hug six! Back of a length ball on off stump, he gets across and pulls it with disdain over backward square leg's head","Green to Rahane, wide, good length delivery that just angles down leg, Rahane looked to glance it fine and missed, called a wide"
10.1,1w,"Green to Rahane, 1 wide 1 wide Wide first up. Was a length ball but sprays it down leg.","Green to Rahane, SIX, into the stands! Just back of a length on middle-leg, poor line again and Rahane seemingly was waiting for the short one, he was sitting back and pulled this away to the deep backward square leg with ease"
10.1,1w,"Green to Rahane, 1 wide 1 wide Wide first up. Was a length ball but sprays it down leg.","Green to Rahane, wide, good length delivery that just angles down leg, Rahane looked to glance it fine and missed, called a wide"
9.6,1,"Dagar to Rahane,  1 run 1 run Slightly short on middle stump, Rahane hangs back and pats it to long on for a run","Mayank Dagar to Rahane, 1 run, flatter delivery on middle, worked away to wide long-on"
9.5,1,"Dagar to Mitchell,  1 run 1 run Full outside off, he digs it to cover for a quick run","Mayank Dagar to Mitchell, 1 run, fired in full outside off, Mitchell was looking for a big one and could only jam it out towards cover"
9.4,•,"Dagar to Mitchell, no run no run Keeps it quicker and on a length on middle. Mitchell can only mistime it back towards the bowler","Mayank Dagar to Mitchell, no run, flatter delivery on middle, knocked back towards the bowler who hops to his right to stop it"
9.3,•,"Dagar to Mitchell, no run no run Flatter on middle stump, he defends","Mayank Dagar to Mitchell, no run, full on off-stump, driven straight back to the bowler"
9.2,1,"Dagar to Rahane,  1 run 1 run Shimmies down the track and outside the line of leg stump, giving himself some room. Dagar adjust his length as Rahane drives to long off","Mayank Dagar to Rahane, 1 run, full and just outside off, Rahane makes room and skips down the track before slapping it down to long-off"
9.1,1,"Dagar to Mitchell,  1 run 1 run On a length on middle and leg, he brings out the sweep past short fine leg","Mayank Dagar to Mitchell, 1 run, full on off-stump, Mitchell leans right across his stumps and fetches it with a sweep, gets it to the left of short fine-leg but there's protection in the deep"
8.6,1,"Karn to Mitchell,  1 run 1 run Very full once more on the stumps, he eases it to long on","Karn Sharma to Mitchell, 1 run, full on middle, pushed down the ground to long on, good over for CSK, 15 off it"
8.5,1,"Karn to Rahane,  1 run 1 run A touch fuller on the stump, he pushes towards long-on. Was looking for a second but the fielder is quick on the ball","Karn Sharma to Rahane, 1 run, tossed up full on middle, gently worked away towards wide mid-on, only went to the edge of the ring and Rahane was looking for two but the man running in from long-on was quick"
8.4,1,"Karn to Mitchell,  1 run 1 run Dragged down on middle and leg, as Mitchell hangs back and works it to the on-side","Karn Sharma to Mitchell, 1 run, length delivery on middle, Mitchell covers his stumps and works it away towards mid-wicket for one, good cricket"
8.3,6,"Karn to Mitchell,  SIX runs SIX runs This time over long off! Floated slower outside off, he goes over long off now. Such clean striking. Free swing of the blade from Mitchell","Karn Sharma to Mitchell, SIX, two in a row! Tossed up full outside off, more than enough room for Mitchell to free his arms this time and he launches it over long-off, Karn Sharma under pressure"
8.2,6,"Karn to Mitchell,  SIX runs SIX runs Finally connect at one! Tossed up just a touch but that was right in Mitchell's arc. He extends his arm and swings it miles over long on","Karn Sharma to Mitchell, SIX, Mitchell goes big! Floated up full on off-stump, this was in his zone and he cleared his front-leg and mowed it straight down the ground, cleared the ropes so easily"
8.1,•,"Karn to Mitchell, no run no run Darted quicker on off stump, he prods half-forward and pushes to cover","Karn Sharma to Mitchell, no run, tossed up full on off-stump, Mitchell prods forward and knocks it towards cover"
7.6,•,"Dagar to Rahane, no run no run Pushes the length ball quicker on leg stump, Rahane goes back looking for a flick but misses and is rapped on the pad with the ball going down leg","Mayank Dagar to Rahane, no run, fired in quicker on a length, angles into the pads and skids through this time, beats Rahane who was looking to turn it into the leg-side and hits his pad, would've gone down leg"
7.5,1,"Dagar to Mitchell,  1 run 1 run A touch quicker outside off, he pushes to Faf at cover who flicks in back-handed flick. But Rahane was in","Mayank Dagar to Mitchell, 1 run, flatter delivery outside off, Mitchell shuffles across his stumps early and knocks it towards cover for a quick single, even a quick pick-up and throw from Faf can't find Rahane short"
7.4,•,"Dagar to Mitchell, no run no run Ooh, some turn outside off. Mitchell is camped on the backfoot and defends towards cover","Mayank Dagar to Mitchell, no run, shade fuller and just outside off, Mitchell plays back again as he knocks it towards cover, bit of bite and turn again"
7.3,•,"Dagar to Mitchell, no run no run Shimmies down the track but Dagar shortens the length and Mitchell has to defend","Mayank Dagar to Mitchell, no run, length delivery on off-stump, saw the batter running down the track and dropped it just a touch shorter, just holds in the surface a touch too"
7.2,•,"Dagar to Mitchell, no run no run A tad short just outside off, he stays back and eases to backward point","Mayank Dagar to Mitchell, no run, length delivery outside off, punched straight to point"
7.1,1,"Dagar to Rahane,  1 run 1 run Length outside off, he pushes it through point for a run","Mayank Dagar to Rahane, 1 run, full outside off, just a touch early through his drive but it goes into the gap and through to sweeper cover"
6.6,W,"Karn to Ravindra, OUT OUT He's gone now! One shot too many for Rachin. Was a length ball on middle and leg. He sweeps eyeing another six, but doesn't connect as cleanly. Deep backward square leg settles himself and takes a comfortable catch. Lovely debut for Rachin who falls for a 15-ball 37. See all photos","Karn Sharma to Ravindra, out Caught by Rajat Patidar!! Karn has his man now - was pushed through quicker and at the stumps, Ravindra went down on his knee as he looked to play the slog-sweep - hit it hard and hit it flat, straight down Patidar's throat at deep backward square leg. The dangerous Ravindra departs and RCB can heave a sigh of relief. Ravindra c Rajat Patidar b Karn Sharma 37(15) [4s-3 6s-3]"
6.5,6,"Karn to Ravindra,  SIX runs SIX runs Dropped short and he pumps it for six! On off stump, he rocks back and hammers him over deep midwicket fielder's head.","Karn Sharma to Ravindra, SIX, a long hop and it's been hammered - dragged half-way by Karn, Ravindra rocks back and then thumps it powerfully over wide mid-wicket, there's a fielder in the deep, but he's well away from the ball"
6.4,1,"Karn to Rahane,  1 run 1 run Shimmies down the track to the length ball on leg stump and pushes to long on","Karn Sharma to Rahane, 1 run, Karn dragged the length back as Rahane came down the pitch, worked down to long-on for a single"
6.3,•,"Karn to Rahane, no run no run Flatter outside off, he stays back and punches to backward point","Karn Sharma to Rahane, no run, pushed through by Karn - Rahane backs away and finds backward point with the cut"
6.2,2,"Karn to Rahane,  2 runs 2 runs Fuller in length on off and middle, he flicks it to deep midwicket and some excellent running get them a couple of runs","Karn Sharma to Rahane, 2 runs, loopy delivery on middle and leg, clipped in front of square on the on-side and they race back for the second"
6.1,•,"Karn to Rahane, no run no run Flatter on the stumps, he goes back and pushes to the on side and Karn gets across","Karn Sharma to Rahane, no run, flighted delivery on middle and leg, worked off the back-foot to the bowler"
5.6,3,"Yash Dayal to Rahane,  3 runs 3 runs Fuller outside off, he digs it to backward point and sets off. The fielder throws down the stumps at the non-striker end, but Rahane is in. Also gets two extra runs via the ricochet","Yash Dayal to Rahane, 3 runs, more runs, this is so frustrating for RCB - yorker length delivery and it was jammed in front of cover-point, the run was always there, but the fielder has a shy at the bowler's end, no one's backing him up and Rahane gets a couple of more runs in the bargain"
5.5,2,"Yash Dayal to Rahane,  2 runs 2 runs Juuuuust over Faf's head! Length ball outside off. He was looking  to go up and over mid-off, doesn't connect as well. Faf runs back, but can't get a hand on it","Yash Dayal to Rahane, 2 runs, a mistimed drive, but the ball drops over Faf's right shoulder - fuller length delivery and just outside off, Rahane went hard on the drive, came off the thick edge and he's lucky to have cleared the infield"
5.4,2,"Yash Dayal to Rahane,  2 runs 2 runs Fuller in length well outside off. He opens his arms and drives aerially to the right of deep point","Yash Dayal to Rahane, 2 runs, fuller length delivery and well wide of off - Rahane plays with a bent knee as he slices the drive over backward point, comes back for the second"
5.3,6,"Yash Dayal to Rahane,  SIX runs SIX runs Stand and deliver! Shot of the evening so far, for me. Back of a length ball outside off. He stands still and pumps him over mid-off and eventually the ropes for a 84m six","Yash Dayal to Rahane, SIX, Rahane throws his hands on a length ball and sends it carving over mid-off for a maximum - back of a length and angling across the right-hander, he's smote it on the rise and the timing is sublime, into the stands at long-off"
5.2,•,"Yash Dayal to Rahane, no run no run Very full and outside off, Rahane tries to squirt this fine. Makes no connection once more","Yash Dayal to Rahane, no run, fuller length delivery and shaping across the right-hander - Rahane was looking to jam it out and missed"
5.1,•,"Yash Dayal to Rahane, no run no run Lovely bowling again from Dayal. Gets this on  a length angling away from Rahane, who is on the move while looking for a drive. Gets beaten.","Yash Dayal to Rahane, no run, Dayal is bowling beautifrully to the right-handers, pitched up and the angle takes the ball away from Rahane's rteach, past the waft and into the gloves of the keeper"
